name,id,type,highway,name_en,coordinates
Αγίας Βαρβάρας,265000861,way,residential,Αγίας Βαρβάρας,"[{'lat': 37.5169201, 'lon': 22.3726267}, {'lat': 37.5169638, 'lon': 22.3726587}, {'lat': 37.516995, 'lon': 22.3726768}, {'lat': 37.5170481, 'lon': 22.3727006}, {'lat': 37.517069, 'lon': 22.3727055}, {'lat': 37.5172815, 'lon': 22.3727548}, {'lat': 37.5173234, 'lon': 22.3727645}, {'lat': 37.5175293, 'lon': 22.3728083}, {'lat': 37.5177017, 'lon': 22.372845}, {'lat': 37.5177226, 'lon': 22.3728484}, {'lat': 37.5178364, 'lon': 22.3728666}, {'lat': 37.5178545, 'lon': 22.3728672}, {'lat': 37.5178729, 'lon': 22.3728626}, {'lat': 37.5178887, 'lon': 22.3728556}, {'lat': 37.5178983, 'lon': 22.3728397}, {'lat': 37.5179039, 'lon': 22.3728167}, {'lat': 37.5179067, 'lon': 22.3727948}, {'lat': 37.5179101, 'lon': 22.3727289}, {'lat': 37.5179112, 'lon': 22.3726459}, {'lat': 37.5179117, 'lon': 22.372598}, {'lat': 37.5179026, 'lon': 22.3724202}, {'lat': 37.5178955, 'lon': 22.3722633}]"
Αγίας Κυριακής,823342245,way,residential,Αγίας Κυριακής,"[{'lat': 37.5199704, 'lon': 22.3681962}, {'lat': 37.5199842, 'lon': 22.3681104}, {'lat': 37.5199932, 'lon': 22.3680447}, {'lat': 37.5200125, 'lon': 22.3679117}, {'lat': 37.5200756, 'lon': 22.3673569}, {'lat': 37.5192491, 'lon': 22.3687379}, {'lat': 37.5193903, 'lon': 22.3685989}, {'lat': 37.5194491, 'lon': 22.3685412}, {'lat': 37.5195029, 'lon': 22.3684915}, {'lat': 37.5195438, 'lon': 22.3684296}, {'lat': 37.5196018, 'lon': 22.3683726}, {'lat': 37.519672, 'lon': 22.368331}, {'lat': 37.51973, 'lon': 22.3682928}, {'lat': 37.5198087, 'lon': 22.3682539}, {'lat': 37.5199076, 'lon': 22.368217}, {'lat': 37.5199704, 'lon': 22.3681962}]"
Αγίου Αθανασίου,1062627823,way,tertiary,Αγίου Αθανασίου,"[{'lat': 37.5142288, 'lon': 22.3651753}, {'lat': 37.5143058, 'lon': 22.3650494}, {'lat': 37.5143186, 'lon': 22.3650284}, {'lat': 37.5144786, 'lon': 22.3647534}, {'lat': 37.514801, 'lon': 22.3641795}, {'lat': 37.5149556, 'lon': 22.3638997}, {'lat': 37.5151326, 'lon': 22.3635799}, {'lat': 37.5151651, 'lon': 22.3635182}, {'lat': 37.5152013, 'lon': 22.3634548}, {'lat': 37.5152397, 'lon': 22.3633951}, {'lat': 37.515355, 'lon': 22.3632692}, {'lat': 37.5154311, 'lon': 22.3631715}, {'lat': 37.515467, 'lon': 22.3631125}, {'lat': 37.5155084, 'lon': 22.3630195}, {'lat': 37.5155423, 'lon': 22.362933}, {'lat': 37.5155727, 'lon': 22.3628299}, {'lat': 37.5156293, 'lon': 22.3626481}, {'lat': 37.5156775, 'lon': 22.3624919}]"
Αγίου Γεωργίου,222185433,way,tertiary,Αγίου Γεωργίου,"[{'lat': 37.5231489, 'lon': 22.3792208}, {'lat': 37.5232506, 'lon': 22.37918}, {'lat': 37.5236385, 'lon': 22.3790512}, {'lat': 37.5238718, 'lon': 22.3789593}, {'lat': 37.5239558, 'lon': 22.3789195}, {'lat': 37.5240293, 'lon': 22.3788833}, {'lat': 37.5240873, 'lon': 22.3788568}, {'lat': 37.5247939, 'lon': 22.3784004}, {'lat': 37.5248797, 'lon': 22.3783433}, {'lat': 37.5249064, 'lon': 22.3783277}, {'lat': 37.5250102, 'lon': 22.37826}, {'lat': 37.5250977, 'lon': 22.3782009}, {'lat': 37.5251683, 'lon': 22.3781582}, {'lat': 37.5252161, 'lon': 22.3781312}, {'lat': 37.5253678, 'lon': 22.3780453}, {'lat': 37.5255593, 'lon': 22.3779327}, {'lat': 37.5257156, 'lon': 22.3778468}, {'lat': 37.5258156, 'lon': 22.3777851}, {'lat': 37.5258933, 'lon': 22.3777422}, {'lat': 37.5259603, 'lon': 22.3777141}, {'lat': 37.5260464, 'lon': 22.3776819}, {'lat': 37.5261847, 'lon': 22.3776292}, {'lat': 37.5262435, 'lon': 22.3776085}, {'lat': 37.5269366, 'lon': 22.377364}, {'lat': 37.52711, 'lon': 22.3773144}, {'lat': 37.5273238, 'lon': 22.3772702}, {'lat': 37.5273476, 'lon': 22.3772663}, {'lat': 37.5273972, 'lon': 22.3772581}, {'lat': 37.5274535, 'lon': 22.3772514}, {'lat': 37.5275333, 'lon': 22.37725}, {'lat': 37.5277428, 'lon': 22.3772407}, {'lat': 37.5281119, 'lon': 22.3772085}, {'lat': 37.5282236, 'lon': 22.3771937}, {'lat': 37.5283193, 'lon': 22.3771642}, {'lat': 37.5286011, 'lon': 22.377077}, {'lat': 37.5289011, 'lon': 22.3769858}, {'lat': 37.5291531, 'lon': 22.3768651}, {'lat': 37.5293424, 'lon': 22.376774}, {'lat': 37.5294807, 'lon': 22.3767243}, {'lat': 37.5296044, 'lon': 22.3766947}, {'lat': 37.5297211, 'lon': 22.3766667}, {'lat': 37.5301231, 'lon': 22.3765567}, {'lat': 37.5308314, 'lon': 22.3764226}, {'lat': 37.5314004, 'lon': 22.3762952}, {'lat': 37.5317747, 'lon': 22.3762107}, {'lat': 37.5318705, 'lon': 22.3761852}, {'lat': 37.5319353, 'lon': 22.3761664}, {'lat': 37.5320098, 'lon': 22.3761423}, {'lat': 37.5321738, 'lon': 22.3760898}, {'lat': 37.5323196, 'lon': 22.3760211}, {'lat': 37.5325927, 'lon': 22.3758498}, {'lat': 37.5328141, 'lon': 22.3756596}, {'lat': 37.5328875, 'lon': 22.3756154}]"
Αγίου Δημητρίου,102253636,way,residential,Αγίου Δημητρίου,"[{'lat': 37.5083041, 'lon': 22.3725762}, {'lat': 37.5088338, 'lon': 22.3724224}, {'lat': 37.5095165, 'lon': 22.3718704}]"
Αγίου Κωνσταντίνου,371542664,way,tertiary,Αγίου Κωνσταντίνου,"[{'lat': 37.5183901, 'lon': 22.3814748}, {'lat': 37.5184607, 'lon': 22.3815636}, {'lat': 37.5187136, 'lon': 22.3818734}, {'lat': 37.5188038, 'lon': 22.3819839}, {'lat': 37.5189149, 'lon': 22.3821047}, {'lat': 37.5190493, 'lon': 22.3822779}, {'lat': 37.5191407, 'lon': 22.3824018}, {'lat': 37.5192088, 'lon': 22.3825023}, {'lat': 37.5171693, 'lon': 22.3775552}, {'lat': 37.5171319, 'lon': 22.3774923}, {'lat': 37.5170757, 'lon': 22.3774351}, {'lat': 37.5170088, 'lon': 22.3773815}, {'lat': 37.5169648, 'lon': 22.3773526}, {'lat': 37.5168663, 'lon': 22.377305}, {'lat': 37.5167921, 'lon': 22.3772943}, {'lat': 37.5144197, 'lon': 22.3759495}, {'lat': 37.5146847, 'lon': 22.3761172}, {'lat': 37.5147366, 'lon': 22.3761496}, {'lat': 37.5150948, 'lon': 22.376349}, {'lat': 37.5156326, 'lon': 22.3766561}, {'lat': 37.5158823, 'lon': 22.3767878}, {'lat': 37.5163138, 'lon': 22.3770277}, {'lat': 37.5165259, 'lon': 22.3771484}, {'lat': 37.5167921, 'lon': 22.3772943}, {'lat': 37.5171764, 'lon': 22.3781541}, {'lat': 37.5171986, 'lon': 22.3782672}, {'lat': 37.5172284, 'lon': 22.3783959}, {'lat': 37.517248, 'lon': 22.378476}, {'lat': 37.5172616, 'lon': 22.3785242}, {'lat': 37.5172929, 'lon': 22.378625}, {'lat': 37.5173949, 'lon': 22.3789223}, {'lat': 37.5174144, 'lon': 22.3789835}, {'lat': 37.5175016, 'lon': 22.3792568}, {'lat': 37.5175478, 'lon': 22.3794193}, {'lat': 37.517597, 'lon': 22.3796036}, {'lat': 37.5176531, 'lon': 22.3798177}, {'lat': 37.5176939, 'lon': 22.37997}, {'lat': 37.5177556, 'lon': 22.3802106}, {'lat': 37.5178188, 'lon': 22.3804566}, {'lat': 37.5178615, 'lon': 22.3806179}, {'lat': 37.517886, 'lon': 22.380698}, {'lat': 37.5179128, 'lon': 22.3807769}, {'lat': 37.5179446, 'lon': 22.3808523}, {'lat': 37.5179846, 'lon': 22.3809308}, {'lat': 37.5180201, 'lon': 22.38099}, {'lat': 37.5180644, 'lon': 22.3810547}, {'lat': 37.5181458, 'lon': 22.3811609}, {'lat': 37.5183901, 'lon': 22.3814748}, {'lat': 37.5170681, 'lon': 22.3777054}, {'lat': 37.5170941, 'lon': 22.3778341}, {'lat': 37.5171048, 'lon': 22.3779117}, {'lat': 37.5171249, 'lon': 22.3780177}, {'lat': 37.5171352, 'lon': 22.3780752}, {'lat': 37.5171764, 'lon': 22.3781541}, {'lat': 37.5171764, 'lon': 22.3781541}, {'lat': 37.5171827, 'lon': 22.3781088}, {'lat': 37.517185, 'lon': 22.3780624}, {'lat': 37.5171645, 'lon': 22.3778909}, {'lat': 37.5171614, 'lon': 22.3778075}, {'lat': 37.5171611, 'lon': 22.3777521}, {'lat': 37.5171671, 'lon': 22.3776643}, {'lat': 37.5171693, 'lon': 22.3775552}, {'lat': 37.5167921, 'lon': 22.3772943}, {'lat': 37.5168276, 'lon': 22.3773332}, {'lat': 37.5168617, 'lon': 22.3773658}, {'lat': 37.5168746, 'lon': 22.3773762}, {'lat': 37.5169158, 'lon': 22.3774033}, {'lat': 37.5169304, 'lon': 22.3774129}, {'lat': 37.5169706, 'lon': 22.3774614}, {'lat': 37.5169891, 'lon': 22.3774966}, {'lat': 37.5170131, 'lon': 22.3775454}, {'lat': 37.5170224, 'lon': 22.3775665}, {'lat': 37.5170349, 'lon': 22.3775995}, {'lat': 37.5170441, 'lon': 22.3776299}, {'lat': 37.5170681, 'lon': 22.3777054}, {'lat': 37.5192088, 'lon': 22.3825023}, {'lat': 37.5193422, 'lon': 22.3827421}, {'lat': 37.5195433, 'lon': 22.3831306}, {'lat': 37.5198197, 'lon': 22.3836347}, {'lat': 37.5198305, 'lon': 22.3836544}, {'lat': 37.5198484, 'lon': 22.3836873}, {'lat': 37.5198484, 'lon': 22.3836873}, {'lat': 37.5198939, 'lon': 22.3837617}]"
Αγίου Παντελεήμονος,376649267,way,residential,Αγίου Παντελεήμονος,"[{'lat': 37.503053, 'lon': 22.368184}, {'lat': 37.5031102, 'lon': 22.3681914}, {'lat': 37.5031523, 'lon': 22.3681943}, {'lat': 37.5032383, 'lon': 22.3681968}, {'lat': 37.5033174, 'lon': 22.3681964}, {'lat': 37.5034394, 'lon': 22.3681855}, {'lat': 37.5036107, 'lon': 22.368152}, {'lat': 37.5037416, 'lon': 22.3681104}, {'lat': 37.5038963, 'lon': 22.3680556}, {'lat': 37.5039239, 'lon': 22.3680452}, {'lat': 37.5040381, 'lon': 22.3679996}, {'lat': 37.5041146, 'lon': 22.3679653}, {'lat': 37.5042275, 'lon': 22.3679151}, {'lat': 37.5043095, 'lon': 22.3678782}, {'lat': 37.5043655, 'lon': 22.3678637}, {'lat': 37.5044384, 'lon': 22.3678415}, {'lat': 37.504507, 'lon': 22.3678268}, {'lat': 37.5045799, 'lon': 22.3678221}, {'lat': 37.5046751, 'lon': 22.3678093}, {'lat': 37.5048007, 'lon': 22.3677805}, {'lat': 37.5048358, 'lon': 22.3677658}, {'lat': 37.5049012, 'lon': 22.3677329}, {'lat': 37.5049464, 'lon': 22.367692}, {'lat': 37.5049644, 'lon': 22.3676631}]"
Αγίου Τρύφωνος,102253579,way,residential,Αγίου Τρύφωνος,"[{'lat': 37.5053183, 'lon': 22.3689258}, {'lat': 37.5053055, 'lon': 22.3690425}, {'lat': 37.5052512, 'lon': 22.369241}, {'lat': 37.5050459, 'lon': 22.3696057}, {'lat': 37.5048384, 'lon': 22.3699772}, {'lat': 37.5046831, 'lon': 22.3702602}, {'lat': 37.5046608, 'lon': 22.3703098}, {'lat': 37.5046459, 'lon': 22.3703581}, {'lat': 37.5046359, 'lon': 22.3704454}, {'lat': 37.5042651, 'lon': 22.371598}, {'lat': 37.5042835, 'lon': 22.3715802}, {'lat': 37.504296, 'lon': 22.3715607}, {'lat': 37.5043095, 'lon': 22.3715381}, {'lat': 37.5043221, 'lon': 22.3715128}, {'lat': 37.5043475, 'lon': 22.3714653}, {'lat': 37.5043627, 'lon': 22.3714404}, {'lat': 37.5043907, 'lon': 22.3714004}, {'lat': 37.5044139, 'lon': 22.371369}, {'lat': 37.5044648, 'lon': 22.3713029}, {'lat': 37.5045401, 'lon': 22.3712006}, {'lat': 37.5045667, 'lon': 22.3711487}, {'lat': 37.5045949, 'lon': 22.3710828}, {'lat': 37.5046205, 'lon': 22.3709785}, {'lat': 37.5046391, 'lon': 22.3708356}, {'lat': 37.5046412, 'lon': 22.3706034}, {'lat': 37.5046359, 'lon': 22.3704454}, {'lat': 37.5053183, 'lon': 22.3689258}, {'lat': 37.5053704, 'lon': 22.3688655}, {'lat': 37.5054454, 'lon': 22.3687555}, {'lat': 37.505531, 'lon': 22.3686133}, {'lat': 37.5055624, 'lon': 22.3685443}, {'lat': 37.5056694, 'lon': 22.3683421}]"
Αγίων Αποστόλων,215618857,way,residential,Αγίων Αποστόλων,"[{'lat': 37.5156682, 'lon': 22.3914684}, {'lat': 37.5155948, 'lon': 22.3914654}, {'lat': 37.5151023, 'lon': 22.3914448}, {'lat': 37.5149235, 'lon': 22.391445}, {'lat': 37.5147129, 'lon': 22.3914453}, {'lat': 37.514147, 'lon': 22.3914698}, {'lat': 37.5139672, 'lon': 22.3914832}, {'lat': 37.5138385, 'lon': 22.3915073}, {'lat': 37.513663, 'lon': 22.3915543}, {'lat': 37.5135683, 'lon': 22.3915851}, {'lat': 37.513463, 'lon': 22.3916227}, {'lat': 37.5133747, 'lon': 22.3916709}, {'lat': 37.5132981, 'lon': 22.3917192}, {'lat': 37.5131396, 'lon': 22.391856}, {'lat': 37.5130853, 'lon': 22.3919003}, {'lat': 37.5130545, 'lon': 22.3919244}, {'lat': 37.5130066, 'lon': 22.3919512}, {'lat': 37.5127449, 'lon': 22.3920518}, {'lat': 37.5124731, 'lon': 22.3921934}, {'lat': 37.5120792, 'lon': 22.3923986}, {'lat': 37.5119216, 'lon': 22.3924756}, {'lat': 37.5118503, 'lon': 22.3924997}, {'lat': 37.5118042, 'lon': 22.3925134}, {'lat': 37.5116716, 'lon': 22.3925292}, {'lat': 37.5114088, 'lon': 22.3925333}, {'lat': 37.511296, 'lon': 22.3925279}, {'lat': 37.5111609, 'lon': 22.3925118}, {'lat': 37.5110205, 'lon': 22.3924837}, {'lat': 37.5109631, 'lon': 22.3924796}, {'lat': 37.5108982, 'lon': 22.3924823}, {'lat': 37.5107343, 'lon': 22.3925185}, {'lat': 37.5104109, 'lon': 22.3926392}, {'lat': 37.5101004, 'lon': 22.3927568}, {'lat': 37.5098514, 'lon': 22.3928511}, {'lat': 37.5097875, 'lon': 22.392886}, {'lat': 37.5097067, 'lon': 22.3929396}, {'lat': 37.5094301, 'lon': 22.3931515}, {'lat': 37.5093578, 'lon': 22.3931944}, {'lat': 37.5092854, 'lon': 22.3932347}, {'lat': 37.5092237, 'lon': 22.3932373}, {'lat': 37.5091535, 'lon': 22.3932263}, {'lat': 37.5088513, 'lon': 22.3930626}]"
Αγαπηνόρος,972106893,way,pedestrian,Αγαπηνόρος,"[{'lat': 37.5108381, 'lon': 22.373467}, {'lat': 37.5105194, 'lon': 22.373297}]"
Αγκαίου,376656395,way,residential,Αγκαίου,"[{'lat': 37.5056013, 'lon': 22.370002}, {'lat': 37.5056441, 'lon': 22.3700371}, {'lat': 37.5056752, 'lon': 22.3700684}, {'lat': 37.5057268, 'lon': 22.3701408}, {'lat': 37.5057417, 'lon': 22.3701945}, {'lat': 37.5057545, 'lon': 22.3702508}]"
Αδελφών Βρακέλου,376240500,way,residential,Αδελφών Βρακέλου,"[{'lat': 37.5148238, 'lon': 22.3828973}, {'lat': 37.515383, 'lon': 22.382995}]"
Αθανασίου Διάκου,377755579,way,residential,Αθανασίου Διάκου,"[{'lat': 37.5158171, 'lon': 22.3753054}, {'lat': 37.5162507, 'lon': 22.3740005}]"
Αθανασίου Κοτσάνη,215618530,way,residential,Αθανασίου Κοτσάνη,"[{'lat': 37.5153796, 'lon': 22.3851473}, {'lat': 37.5153842, 'lon': 22.3849872}, {'lat': 37.5153925, 'lon': 22.3845172}, {'lat': 37.5153951, 'lon': 22.3842166}, {'lat': 37.5153883, 'lon': 22.3838822}, {'lat': 37.5153863, 'lon': 22.3837806}, {'lat': 37.5153693, 'lon': 22.3832678}, {'lat': 37.5153679, 'lon': 22.3831468}, {'lat': 37.5153714, 'lon': 22.3830821}, {'lat': 37.515383, 'lon': 22.382995}, {'lat': 37.5153995, 'lon': 22.3829191}, {'lat': 37.5155236, 'lon': 22.3824359}, {'lat': 37.515563, 'lon': 22.3823038}, {'lat': 37.5155952, 'lon': 22.3822153}, {'lat': 37.5156371, 'lon': 22.3821212}]"
Αθηνάς,376635357,way,residential,Αθηνάς,"[{'lat': 37.5050002, 'lon': 22.3749635}, {'lat': 37.5050863, 'lon': 22.3749326}, {'lat': 37.5051246, 'lon': 22.3749205}, {'lat': 37.5051661, 'lon': 22.3749058}, {'lat': 37.5053012, 'lon': 22.3748548}]"
Αιμυαλών,983708723,way,residential,Αιμυαλών,"[{'lat': 37.5173212, 'lon': 22.3724623}, {'lat': 37.517292, 'lon': 22.3717593}]"
Αισχύλου,377717573,way,residential,Αισχύλου,"[{'lat': 37.5053046, 'lon': 22.3653}, {'lat': 37.5052661, 'lon': 22.3652606}, {'lat': 37.5052289, 'lon': 22.3652337}, {'lat': 37.50518, 'lon': 22.3651882}, {'lat': 37.505131, 'lon': 22.3651278}, {'lat': 37.5051055, 'lon': 22.3650835}, {'lat': 37.5050597, 'lon': 22.3650031}, {'lat': 37.5049906, 'lon': 22.3648475}, {'lat': 37.5048307, 'lon': 22.3644792}, {'lat': 37.50481, 'lon': 22.3644253}]"
Αισώπου,265000859,way,residential,Αισώπου,"[{'lat': 37.5133239, 'lon': 22.3627905}, {'lat': 37.5133923, 'lon': 22.3627879}, {'lat': 37.5134767, 'lon': 22.362767}, {'lat': 37.5142157, 'lon': 22.3625252}, {'lat': 37.5146258, 'lon': 22.3623929}]"
Αιόλου,991648646,way,service,Αιόλου,"[{'lat': 37.5095939, 'lon': 22.3669101}, {'lat': 37.5096753, 'lon': 22.3666594}, {'lat': 37.5096753, 'lon': 22.3666594}, {'lat': 37.5097361, 'lon': 22.3664232}]"
Ακαδημίας,102253597,way,tertiary,Ακαδημίας,"[{'lat': 37.5163592, 'lon': 22.372436}, {'lat': 37.5163235, 'lon': 22.3725756}, {'lat': 37.5162864, 'lon': 22.3726975}, {'lat': 37.5161831, 'lon': 22.3729364}, {'lat': 37.5158776, 'lon': 22.3735841}, {'lat': 37.515831, 'lon': 22.3736471}, {'lat': 37.5157807, 'lon': 22.3736489}, {'lat': 37.5155558, 'lon': 22.3736376}, {'lat': 37.5154861, 'lon': 22.3736404}, {'lat': 37.5154029, 'lon': 22.3736631}, {'lat': 37.5153467, 'lon': 22.3736886}, {'lat': 37.5152629, 'lon': 22.3737551}]"
Αλέου,376226988,way,residential,Αλέου,"[{'lat': 37.5087749, 'lon': 22.3793724}, {'lat': 37.5088294, 'lon': 22.3792846}, {'lat': 37.5090471, 'lon': 22.3792228}, {'lat': 37.5075737, 'lon': 22.3794441}, {'lat': 37.5077342, 'lon': 22.3794643}, {'lat': 37.5077789, 'lon': 22.3794738}, {'lat': 37.507806, 'lon': 22.3794892}, {'lat': 37.5078335, 'lon': 22.3795183}, {'lat': 37.5079503, 'lon': 22.3796681}, {'lat': 37.5081364, 'lon': 22.3799138}]"
Αλεξανδρου Σούτσου,386667370,way,primary,Αλεξανδρου Σούτσου,"[{'lat': 37.5074009, 'lon': 22.3801017}, {'lat': 37.5074791, 'lon': 22.3802515}, {'lat': 37.5075169, 'lon': 22.3803166}, {'lat': 37.5075442, 'lon': 22.3803634}, {'lat': 37.5094889, 'lon': 22.3821269}, {'lat': 37.5094269, 'lon': 22.3821395}, {'lat': 37.5079591, 'lon': 22.380779}, {'lat': 37.5076847, 'lon': 22.3804305}, {'lat': 37.5075972, 'lon': 22.3802909}, {'lat': 37.5079393, 'lon': 22.3808774}, {'lat': 37.5083812, 'lon': 22.3813965}, {'lat': 37.5086061, 'lon': 22.3816697}, {'lat': 37.5086982, 'lon': 22.3817816}, {'lat': 37.5087596, 'lon': 22.3818457}, {'lat': 37.5088088, 'lon': 22.381897}, {'lat': 37.5089078, 'lon': 22.3819868}, {'lat': 37.5089897, 'lon': 22.3820566}, {'lat': 37.5090961, 'lon': 22.3821303}, {'lat': 37.509204, 'lon': 22.3821986}, {'lat': 37.5092788, 'lon': 22.3822393}, {'lat': 37.5093056, 'lon': 22.3822508}, {'lat': 37.5093287, 'lon': 22.382257}, {'lat': 37.5093489, 'lon': 22.3822597}, {'lat': 37.5093705, 'lon': 22.3822597}, {'lat': 37.5093947, 'lon': 22.3822556}, {'lat': 37.5079393, 'lon': 22.3808774}, {'lat': 37.5079462, 'lon': 22.3808292}, {'lat': 37.5079591, 'lon': 22.380779}, {'lat': 37.5075972, 'lon': 22.3802909}, {'lat': 37.507517, 'lon': 22.3801512}, {'lat': 37.5074627, 'lon': 22.3800443}, {'lat': 37.5057747, 'lon': 22.3780669}, {'lat': 37.5056493, 'lon': 22.3779723}, {'lat': 37.5056289, 'lon': 22.3779592}, {'lat': 37.5055647, 'lon': 22.377913}, {'lat': 37.5054619, 'lon': 22.3778361}, {'lat': 37.505259, 'lon': 22.3776839}, {'lat': 37.5051436, 'lon': 22.3775828}, {'lat': 37.5050763, 'lon': 22.3775131}, {'lat': 37.5050144, 'lon': 22.3774327}, {'lat': 37.5049776, 'lon': 22.3773724}, {'lat': 37.5048863, 'lon': 22.3772117}, {'lat': 37.5065834, 'lon': 22.3789837}, {'lat': 37.5066163, 'lon': 22.3790212}, {'lat': 37.5068931, 'lon': 22.3793362}, {'lat': 37.5069437, 'lon': 22.3793991}, {'lat': 37.5070421, 'lon': 22.3795212}, {'lat': 37.5071655, 'lon': 22.3796902}, {'lat': 37.5072804, 'lon': 22.3798699}, {'lat': 37.5073533, 'lon': 22.3800113}, {'lat': 37.5074009, 'lon': 22.3801017}, {'lat': 37.5066337, 'lon': 22.3789205}, {'lat': 37.5059825, 'lon': 22.3781935}, {'lat': 37.5059037, 'lon': 22.3781312}, {'lat': 37.5057747, 'lon': 22.3780669}, {'lat': 37.5044632, 'lon': 22.3765574}, {'lat': 37.5045204, 'lon': 22.3766388}, {'lat': 37.504529, 'lon': 22.3766538}, {'lat': 37.5046394, 'lon': 22.3768465}, {'lat': 37.5048863, 'lon': 22.3772117}, {'lat': 37.5048863, 'lon': 22.3772117}, {'lat': 37.5046281, 'lon': 22.3766583}, {'lat': 37.5045894, 'lon': 22.3765687}, {'lat': 37.5045486, 'lon': 22.3764742}, {'lat': 37.5074627, 'lon': 22.3800443}, {'lat': 37.5074333, 'lon': 22.3800747}, {'lat': 37.5074009, 'lon': 22.3801017}, {'lat': 37.5057747, 'lon': 22.3780669}, {'lat': 37.5058549, 'lon': 22.3781689}, {'lat': 37.5059399, 'lon': 22.3782794}, {'lat': 37.5060527, 'lon': 22.3784054}, {'lat': 37.5065834, 'lon': 22.3789837}, {'lat': 37.5094269, 'lon': 22.3821395}, {'lat': 37.5093916, 'lon': 22.3821458}, {'lat': 37.5093593, 'lon': 22.3821468}, {'lat': 37.5093248, 'lon': 22.3821426}, {'lat': 37.5092898, 'lon': 22.3821353}, {'lat': 37.5092588, 'lon': 22.3821263}, {'lat': 37.5092291, 'lon': 22.3821151}, {'lat': 37.5091979, 'lon': 22.3820993}, {'lat': 37.5091548, 'lon': 22.3820761}, {'lat': 37.5091061, 'lon': 22.3820458}, {'lat': 37.5090535, 'lon': 22.3820069}, {'lat': 37.509015, 'lon': 22.3819768}, {'lat': 37.5089631, 'lon': 22.3819305}, {'lat': 37.5088737, 'lon': 22.3818447}, {'lat': 37.5087514, 'lon': 22.3817213}, {'lat': 37.5085695, 'lon': 22.381496}, {'lat': 37.5084234, 'lon': 22.3813192}, {'lat': 37.5079591, 'lon': 22.380779}, {'lat': 37.5075442, 'lon': 22.3803634}, {'lat': 37.5075811, 'lon': 22.380418}, {'lat': 37.507637, 'lon': 22.3804949}, {'lat': 37.5076785, 'lon': 22.3805488}, {'lat': 37.5079022, 'lon': 22.3808306}, {'lat': 37.5079393, 'lon': 22.3808774}, {'lat': 37.5074627, 'lon': 22.3800443}, {'lat': 37.5073485, 'lon': 22.3798243}, {'lat': 37.5072208, 'lon': 22.3796312}, {'lat': 37.5071629, 'lon': 22.3795565}, {'lat': 37.5070463, 'lon': 22.3794059}, {'lat': 37.5069942, 'lon': 22.3793446}, {'lat': 37.5066337, 'lon': 22.3789205}]"
Αλκαίου,377461682,way,pedestrian,Αλκαίου,"[{'lat': 37.5093524, 'lon': 22.3652633}, {'lat': 37.5094189, 'lon': 22.3653021}, {'lat': 37.5094742, 'lon': 22.3653457}, {'lat': 37.5095216, 'lon': 22.3654007}, {'lat': 37.5095524, 'lon': 22.365449}, {'lat': 37.5095945, 'lon': 22.3654812}, {'lat': 37.5096487, 'lon': 22.3655053}, {'lat': 37.5097256, 'lon': 22.3655516}, {'lat': 37.5100475, 'lon': 22.3655622}, {'lat': 37.509936, 'lon': 22.3655575}, {'lat': 37.5098566, 'lon': 22.365553}, {'lat': 37.5098566, 'lon': 22.365553}, {'lat': 37.5097934, 'lon': 22.3655494}, {'lat': 37.5097524, 'lon': 22.3655449}, {'lat': 37.5097333, 'lon': 22.3655429}, {'lat': 37.5097256, 'lon': 22.3655516}]"
Αλωνισταίνης,265000855,way,residential,Αλωνισταίνης,"[{'lat': 37.5051322, 'lon': 22.3718481}, {'lat': 37.5051493, 'lon': 22.3715515}, {'lat': 37.5051664, 'lon': 22.3713396}, {'lat': 37.50516, 'lon': 22.3711223}, {'lat': 37.5051685, 'lon': 22.3709989}, {'lat': 37.5052544, 'lon': 22.3707148}, {'lat': 37.5053225, 'lon': 22.3705217}, {'lat': 37.5054147, 'lon': 22.3702659}, {'lat': 37.5054566, 'lon': 22.3702106}, {'lat': 37.5055576, 'lon': 22.3700698}, {'lat': 37.5056013, 'lon': 22.370002}, {'lat': 37.5056358, 'lon': 22.3699263}, {'lat': 37.5056878, 'lon': 22.3697816}, {'lat': 37.5058279, 'lon': 22.3694421}, {'lat': 37.505963, 'lon': 22.3690183}, {'lat': 37.5059981, 'lon': 22.3689111}, {'lat': 37.5060696, 'lon': 22.3687022}]"
Αμαλίας,376236819,way,residential,Αμαλίας,"[{'lat': 37.5130181, 'lon': 22.3790067}, {'lat': 37.512825, 'lon': 22.3794999}, {'lat': 37.5127462, 'lon': 22.379709}, {'lat': 37.5127016, 'lon': 22.3799422}, {'lat': 37.5126717, 'lon': 22.3801253}, {'lat': 37.5126607, 'lon': 22.3802956}, {'lat': 37.5126589, 'lon': 22.3804336}, {'lat': 37.5126797, 'lon': 22.380579}, {'lat': 37.5127305, 'lon': 22.380734}]"
