name,highway,coordinates
Πύρλα,residential,"[{""lat"": 37.5067209, ""lon"": 22.3707316}, {""lat"": 37.5069715, ""lon"": 22.3709817}, {""lat"": 37.5072333, ""lon"": 22.371232}, {""lat"": 37.5075384, ""lon"": 22.3715128}]"
Πύρλα,residential,"[{""lat"": 37.5062982, ""lon"": 22.3703489}, {""lat"": 37.506619, ""lon"": 22.3706352}, {""lat"": 37.5067209, ""lon"": 22.3707316}]"
Ρήγα Παλαμήδου,pedestrian,"[{""lat"": 37.5106145, ""lon"": 22.3744721}, {""lat"": 37.5103527, ""lon"": 22.3745299}]"
Ρήγα Φεραίου,tertiary,"[{""lat"": 37.5118361, ""lon"": 22.3778955}, {""lat"": 37.5118639, ""lon"": 22.3779694}, {""lat"": 37.5118926, ""lon"": 22.3780778}, {""lat"": 37.5119207, ""lon"": 22.3781442}, {""lat"": 37.5120023, ""lon"": 22.3781889}, {""lat"": 37.5121161, ""lon"": 22.3782622}, {""lat"": 37.5123786, ""lon"": 22.3784364}, {""lat"": 37.5124824, ""lon"": 22.3785096}, {""lat"": 37.5125698, ""lon"": 22.3785794}, {""lat"": 37.5126697, ""lon"": 22.3786601}, {""lat"": 37.5127658, ""lon"": 22.3787456}, {""lat"": 37.5128653, ""lon"": 22.3788541}, {""lat"": 37.5130181, ""lon"": 22.3790067}, {""lat"": 37.5131193, ""lon"": 22.3791146}, {""lat"": 37.5131953, ""lon"": 22.3792037}, {""lat"": 37.5132774, ""lon"": 22.3793052}, {""lat"": 37.5134101, ""lon"": 22.3794802}, {""lat"": 37.5136694, ""lon"": 22.3798102}, {""lat"": 37.5136934, ""lon"": 22.3798599}, {""lat"": 37.5138544, ""lon"": 22.3800875}, {""lat"": 37.5141535, ""lon"": 22.380493}, {""lat"": 37.5142292, ""lon"": 22.3805822}]"
Ρήγα Φεραίου,tertiary,"[{""lat"": 37.5142292, ""lon"": 22.3805822}, {""lat"": 37.5142294, ""lon"": 22.3807222}, {""lat"": 37.5142441, ""lon"": 22.3808765}, {""lat"": 37.5142896, ""lon"": 22.3810686}, {""lat"": 37.5143537, ""lon"": 22.3812429}, {""lat"": 37.5143906, ""lon"": 22.3813279}, {""lat"": 37.5144456, ""lon"": 22.381421}, {""lat"": 37.5145176, ""lon"": 22.3815162}]"
Ρήγα Φεραίου,residential,"[{""lat"": 37.5145176, ""lon"": 22.3815162}, {""lat"": 37.514598, ""lon"": 22.3815416}, {""lat"": 37.5146672, ""lon"": 22.3815697}, {""lat"": 37.5147789, ""lon"": 22.3816314}, {""lat"": 37.5149012, ""lon"": 22.3817186}, {""lat"": 37.5149959, ""lon"": 22.3817696}, {""lat"": 37.5150703, ""lon"": 22.3818152}, {""lat"": 37.5151661, ""lon"": 22.3818594}, {""lat"": 37.515248, ""lon"": 22.3818943}, {""lat"": 37.5153084, ""lon"": 22.3819274}, {""lat"": 37.5154094, ""lon"": 22.3819848}, {""lat"": 37.5154671, ""lon"": 22.3820159}, {""lat"": 37.5155217, ""lon"": 22.3820451}, {""lat"": 37.5155511, ""lon"": 22.3820631}, {""lat"": 37.5155753, ""lon"": 22.3820786}, {""lat"": 37.5156371, ""lon"": 22.3821212}, {""lat"": 37.5166588, ""lon"": 22.3828434}, {""lat"": 37.5166983, ""lon"": 22.3828714}, {""lat"": 37.5167757, ""lon"": 22.3829262}]"
Ρήγα Φεραίου,residential,"[{""lat"": 37.5167757, ""lon"": 22.3829262}, {""lat"": 37.5168569, ""lon"": 22.3829784}, {""lat"": 37.516877, ""lon"": 22.3829958}, {""lat"": 37.5169263, ""lon"": 22.3830399}, {""lat"": 37.5169414, ""lon"": 22.3830545}, {""lat"": 37.5169749, ""lon"": 22.383087}, {""lat"": 37.5170273, ""lon"": 22.3831471}, {""lat"": 37.5170721, ""lon"": 22.3832029}, {""lat"": 37.5171251, ""lon"": 22.3832712}, {""lat"": 37.517238, ""lon"": 22.3834178}, {""lat"": 37.5174618, ""lon"": 22.3837134}, {""lat"": 37.5175729, ""lon"": 22.3838614}, {""lat"": 37.5178899, ""lon"": 22.3842732}, {""lat"": 37.5181112, ""lon"": 22.384555}, {""lat"": 37.5182014, ""lon"": 22.3846792}, {""lat"": 37.5182653, ""lon"": 22.3847648}, {""lat"": 37.5183162, ""lon"": 22.3848245}, {""lat"": 37.5183999, ""lon"": 22.384922}, {""lat"": 37.5184605, ""lon"": 22.3849738}, {""lat"": 37.5185176, ""lon"": 22.3850149}, {""lat"": 37.5186559, ""lon"": 22.3851167}, {""lat"": 37.5189819, ""lon"": 22.385367}, {""lat"": 37.5193274, ""lon"": 22.3856427}, {""lat"": 37.5195178, ""lon"": 22.3857795}, {""lat"": 37.5196943, ""lon"": 22.3858961}, {""lat"": 37.5200571, ""lon"": 22.3862059}, {""lat"": 37.5205293, ""lon"": 22.3866338}, {""lat"": 37.5206793, ""lon"": 22.3867518}, {""lat"": 37.5208393, ""lon"": 22.3868223}]"
Ραγκαβή,tertiary,"[{""lat"": 37.5096336, ""lon"": 22.3814203}, {""lat"": 37.5097687, ""lon"": 22.3814462}, {""lat"": 37.5100087, ""lon"": 22.3815042}, {""lat"": 37.5103735, ""lon"": 22.3815709}, {""lat"": 37.5107589, ""lon"": 22.381651}, {""lat"": 37.5112379, ""lon"": 22.3817483}, {""lat"": 37.5116834, ""lon"": 22.3818386}, {""lat"": 37.5121769, ""lon"": 22.3819466}, {""lat"": 37.5126555, ""lon"": 22.3820616}, {""lat"": 37.5127845, ""lon"": 22.3820933}, {""lat"": 37.5128248, ""lon"": 22.3821033}, {""lat"": 37.5128631, ""lon"": 22.3821139}, {""lat"": 37.5128966, ""lon"": 22.382126}]"
Ρεβελιώτου Θ.,residential,"[{""lat"": 37.5028704, ""lon"": 22.3633178}, {""lat"": 37.5030705, ""lon"": 22.3630386}, {""lat"": 37.5032678, ""lon"": 22.3627834}, {""lat"": 37.5036084, ""lon"": 22.3623407}]"
Ρηγοπούλου,residential,"[{""lat"": 37.5178874, ""lon"": 22.3851273}, {""lat"": 37.5171489, ""lon"": 22.3844043}, {""lat"": 37.5165536, ""lon"": 22.3838372}, {""lat"": 37.5161907, ""lon"": 22.3834813}]"
Ριζιώτη Λάμπρου,residential,"[{""lat"": 37.5062837, ""lon"": 22.3742064}, {""lat"": 37.5063093, ""lon"": 22.3742289}, {""lat"": 37.506338, ""lon"": 22.3742487}, {""lat"": 37.5063832, ""lon"": 22.3742722}, {""lat"": 37.5064578, ""lon"": 22.3743005}]"
Ριζιώτη Λάμπρου,residential,"[{""lat"": 37.5054693, ""lon"": 22.3743626}, {""lat"": 37.5055992, ""lon"": 22.374333}, {""lat"": 37.5056954, ""lon"": 22.3743278}, {""lat"": 37.5058034, ""lon"": 22.3743211}, {""lat"": 37.5058763, ""lon"": 22.3743097}, {""lat"": 37.5059534, ""lon"": 22.3742956}, {""lat"": 37.5060337, ""lon"": 22.3742721}, {""lat"": 37.5061513, ""lon"": 22.3742332}, {""lat"": 37.5062268, ""lon"": 22.3742118}, {""lat"": 37.5062837, ""lon"": 22.3742064}]"
Σέκερη,residential,"[{""lat"": 37.5133407, ""lon"": 22.3712017}, {""lat"": 37.5136008, ""lon"": 22.3704954}, {""lat"": 37.5138481, ""lon"": 22.3699424}, {""lat"": 37.5139045, ""lon"": 22.3698513}, {""lat"": 37.5142026, ""lon"": 22.3693841}, {""lat"": 37.5145406, ""lon"": 22.368836}, {""lat"": 37.5146589, ""lon"": 22.3685894}, {""lat"": 37.5149469, ""lon"": 22.3681681}, {""lat"": 37.515216, ""lon"": 22.3677495}]"
Σαλαμίνος,residential,"[{""lat"": 37.5056268, ""lon"": 22.3687434}, {""lat"": 37.5056039, ""lon"": 22.3686643}, {""lat"": 37.5055874, ""lon"": 22.3686073}, {""lat"": 37.5055624, ""lon"": 22.3685443}]"
Σαλαμίνος,steps,"[{""lat"": 37.505963, ""lon"": 22.3690183}, {""lat"": 37.5058332, ""lon"": 22.3689714}, {""lat"": 37.505697, ""lon"": 22.3689017}, {""lat"": 37.5056672, ""lon"": 22.3688614}, {""lat"": 37.5056545, ""lon"": 22.3688252}, {""lat"": 37.5056268, ""lon"": 22.3687434}]"
Σαρανταπόρου,residential,"[{""lat"": 37.51222, ""lon"": 22.3830432}, {""lat"": 37.5123609, ""lon"": 22.3830431}, {""lat"": 37.5128515, ""lon"": 22.3830167}, {""lat"": 37.5135048, ""lon"": 22.3829887}, {""lat"": 37.5138371, ""lon"": 22.3829688}, {""lat"": 37.5141433, ""lon"": 22.3829507}, {""lat"": 37.5142842, ""lon"": 22.3829359}, {""lat"": 37.5145298, ""lon"": 22.3829148}, {""lat"": 37.5148238, ""lon"": 22.3828973}]"
Σαχτούρη,residential,"[{""lat"": 37.5079591, ""lon"": 22.380779}, {""lat"": 37.5079758, ""lon"": 22.3807296}, {""lat"": 37.5080048, ""lon"": 22.3806651}, {""lat"": 37.5080822, ""lon"": 22.3805261}, {""lat"": 37.5083119, ""lon"": 22.3801572}, {""lat"": 37.5086554, ""lon"": 22.3795778}, {""lat"": 37.5087749, ""lon"": 22.3793724}]"
Σγουρομάλλη,residential,"[{""lat"": 37.5109524, ""lon"": 22.3681232}, {""lat"": 37.511073, ""lon"": 22.3676439}]"
Σεραγίου,residential,"[{""lat"": 37.5134338, ""lon"": 22.3777578}, {""lat"": 37.5135181, ""lon"": 22.3777966}, {""lat"": 37.5139335, ""lon"": 22.3779892}, {""lat"": 37.5143404, ""lon"": 22.3781717}, {""lat"": 37.514432, ""lon"": 22.378215}, {""lat"": 37.5149978, ""lon"": 22.378458}, {""lat"": 37.5153108, ""lon"": 22.3786042}, {""lat"": 37.5155193, ""lon"": 22.3786999}, {""lat"": 37.515562, ""lon"": 22.3787194}]"
Σεραγίου,tertiary,"[{""lat"": 37.5119121, ""lon"": 22.3778995}, {""lat"": 37.5120163, ""lon"": 22.3778904}, {""lat"": 37.5122306, ""lon"": 22.3778737}, {""lat"": 37.5124062, ""lon"": 22.3778543}, {""lat"": 37.5127693, ""lon"": 22.3778126}, {""lat"": 37.51315, ""lon"": 22.3777593}, {""lat"": 37.5132326, ""lon"": 22.3777514}, {""lat"": 37.513322, ""lon"": 22.3777442}, {""lat"": 37.5133804, ""lon"": 22.3777424}, {""lat"": 37.513394, ""lon"": 22.3777437}, {""lat"": 37.51341, ""lon"": 22.3777472}, {""lat"": 37.5134338, ""lon"": 22.3777578}]"
Σιατίστεως,residential,"[{""lat"": 37.5102282, ""lon"": 22.375328}, {""lat"": 37.5095864, ""lon"": 22.3753637}]"
Σκοπή - Νεστάνη,tertiary,"[{""lat"": 37.5590993, ""lon"": 22.4026422}, {""lat"": 37.5590426, ""lon"": 22.4025057}, {""lat"": 37.5590001, ""lon"": 22.4024319}, {""lat"": 37.5588949, ""lon"": 22.402288}, {""lat"": 37.5586272, ""lon"": 22.4019184}, {""lat"": 37.558581, ""lon"": 22.4018691}, {""lat"": 37.55853, ""lon"": 22.401834}, {""lat"": 37.5582516, ""lon"": 22.4016595}, {""lat"": 37.5582017, ""lon"": 22.4016166}, {""lat"": 37.5580908, ""lon"": 22.4014968}, {""lat"": 37.5579317, ""lon"": 22.4013122}, {""lat"": 37.5578221, ""lon"": 22.4011391}, {""lat"": 37.5577647, ""lon"": 22.4010091}, {""lat"": 37.5576664, ""lon"": 22.4007717}]"
Σκοπή - Νεστάνη,tertiary,"[{""lat"": 37.5576664, ""lon"": 22.4007717}, {""lat"": 37.5576432, ""lon"": 22.4006626}, {""lat"": 37.5576114, ""lon"": 22.4005088}, {""lat"": 37.5574789, ""lon"": 22.3998219}, {""lat"": 37.5573301, ""lon"": 22.3991641}, {""lat"": 37.5571876, ""lon"": 22.3984981}, {""lat"": 37.5571472, ""lon"": 22.398317}, {""lat"": 37.5571472, ""lon"": 22.3981628}, {""lat"": 37.5572084, ""lon"": 22.3973623}, {""lat"": 37.557209, ""lon"": 22.3973287}, {""lat"": 37.5572228, ""lon"": 22.3962756}, {""lat"": 37.5571733, ""lon"": 22.3958369}, {""lat"": 37.5571047, ""lon"": 22.3955079}, {""lat"": 37.5570829, ""lon"": 22.3952615}, {""lat"": 37.5570739, ""lon"": 22.3950712}, {""lat"": 37.5571074, ""lon"": 22.3945752}, {""lat"": 37.5570904, ""lon"": 22.3943878}, {""lat"": 37.5570119, ""lon"": 22.3938702}, {""lat"": 37.5569402, ""lon"": 22.3930523}, {""lat"": 37.5569418, ""lon"": 22.3927305}, {""lat"": 37.5569488, ""lon"": 22.3926385}, {""lat"": 37.5569882, ""lon"": 22.3923613}, {""lat"": 37.5570022, ""lon"": 22.3920867}, {""lat"": 37.5570341, ""lon"": 22.3917192}, {""lat"": 37.557015, ""lon"": 22.3915671}]"
Σκοπή - Νεστάνη,tertiary,"[{""lat"": 37.5590993, ""lon"": 22.4026422}, {""lat"": 37.5591987, ""lon"": 22.4027942}, {""lat"": 37.5593401, ""lon"": 22.4029538}, {""lat"": 37.5596155, ""lon"": 22.4032306}, {""lat"": 37.5598971, ""lon"": 22.4034962}, {""lat"": 37.5600176, ""lon"": 22.4035898}, {""lat"": 37.5601083, ""lon"": 22.4036543}, {""lat"": 37.5601962, ""lon"": 22.4037062}, {""lat"": 37.560461, ""lon"": 22.4038361}, {""lat"": 37.5609964, ""lon"": 22.404061}, {""lat"": 37.561953, ""lon"": 22.4044775}, {""lat"": 37.5626426, ""lon"": 22.4047867}, {""lat"": 37.5629569, ""lon"": 22.4049154}, {""lat"": 37.5631695, ""lon"": 22.4050087}, {""lat"": 37.563272, ""lon"": 22.4050587}, {""lat"": 37.5633602, ""lon"": 22.4051066}, {""lat"": 37.5634502, ""lon"": 22.4051544}, {""lat"": 37.5635309, ""lon"": 22.4052093}, {""lat"": 37.5637697, ""lon"": 22.4054032}, {""lat"": 37.5640841, ""lon"": 22.4057058}, {""lat"": 37.5644891, ""lon"": 22.4060875}, {""lat"": 37.5646852, ""lon"": 22.406258}, {""lat"": 37.5649777, ""lon"": 22.4064933}, {""lat"": 37.5652329, ""lon"": 22.4066546}, {""lat"": 37.5654288, ""lon"": 22.406769}, {""lat"": 37.5656561, ""lon"": 22.4068782}, {""lat"": 37.5661585, ""lon"": 22.4071354}, {""lat"": 37.5662676, ""lon"": 22.4072097}]"
Σκόπα,residential,"[{""lat"": 37.514546, ""lon"": 22.3675743}, {""lat"": 37.5144105, ""lon"": 22.3678409}, {""lat"": 37.5142878, ""lon"": 22.3680911}, {""lat"": 37.5142038, ""lon"": 22.3682629}, {""lat"": 37.5141893, ""lon"": 22.3683065}, {""lat"": 37.5141769, ""lon"": 22.368361}, {""lat"": 37.5141532, ""lon"": 22.368514}, {""lat"": 37.5141265, ""lon"": 22.3687602}]"
Σοφίας,residential,"[{""lat"": 37.5047692, ""lon"": 22.3728959}, {""lat"": 37.5047681, ""lon"": 22.3728606}, {""lat"": 37.5047658, ""lon"": 22.3728254}, {""lat"": 37.5047618, ""lon"": 22.3727879}, {""lat"": 37.5047542, ""lon"": 22.3727476}, {""lat"": 37.5047401, ""lon"": 22.3726976}, {""lat"": 37.5046669, ""lon"": 22.3725133}, {""lat"": 37.5045623, ""lon"": 22.3722855}, {""lat"": 37.5043404, ""lon"": 22.3717718}, {""lat"": 37.5042651, ""lon"": 22.371598}]"
Σοφίας,residential,"[{""lat"": 37.5058055, ""lon"": 22.3757265}, {""lat"": 37.5057289, ""lon"": 22.3756072}, {""lat"": 37.5054725, ""lon"": 22.3751499}, {""lat"": 37.5053012, ""lon"": 22.3748548}, {""lat"": 37.5051589, ""lon"": 22.3746208}, {""lat"": 37.5050661, ""lon"": 22.3744396}, {""lat"": 37.505013, ""lon"": 22.3742767}, {""lat"": 37.5049514, ""lon"": 22.374055}, {""lat"": 37.5049007, ""lon"": 22.3738925}, {""lat"": 37.5048672, ""lon"": 22.3737431}, {""lat"": 37.5048324, ""lon"": 22.3735564}, {""lat"": 37.5047985, ""lon"": 22.3733548}, {""lat"": 37.5047825, ""lon"": 22.3732621}, {""lat"": 37.5047767, ""lon"": 22.3731744}, {""lat"": 37.5047725, ""lon"": 22.3730671}, {""lat"": 37.5047725, ""lon"": 22.3729679}, {""lat"": 37.5047692, ""lon"": 22.3728959}]"
Σοφοκλέους,residential,"[{""lat"": 37.5108357, ""lon"": 22.3783958}, {""lat"": 37.5107299, ""lon"": 22.3796783}]"
Σοφοκλή Καρύδη,residential,"[{""lat"": 37.5120388, ""lon"": 22.3761901}, {""lat"": 37.5118599, ""lon"": 22.3766009}, {""lat"": 37.5118045, ""lon"": 22.3767431}, {""lat"": 37.5117535, ""lon"": 22.3768826}, {""lat"": 37.5117343, ""lon"": 22.3769255}, {""lat"": 37.5117035, ""lon"": 22.3769711}, {""lat"": 37.5116603, ""lon"": 22.377017}, {""lat"": 37.5114939, ""lon"": 22.3771293}]"
Σπάρτης,primary,"[{""lat"": 37.5034562, ""lon"": 22.3768818}, {""lat"": 37.5029156, ""lon"": 22.377095}, {""lat"": 37.5023786, ""lon"": 22.3772925}, {""lat"": 37.5017207, ""lon"": 22.3775295}]"
Σπάρτης,primary,"[{""lat"": 37.4989059, ""lon"": 22.3784557}, {""lat"": 37.4994996, ""lon"": 22.3783229}, {""lat"": 37.4995843, ""lon"": 22.378303}, {""lat"": 37.5000082, ""lon"": 22.3782036}, {""lat"": 37.5003338, ""lon"": 22.3781271}, {""lat"": 37.5005455, ""lon"": 22.3780467}, {""lat"": 37.5008806, ""lon"": 22.3779353}, {""lat"": 37.5012807, ""lon"": 22.3777851}, {""lat"": 37.5017405, ""lon"": 22.3776161}]"
Σπάρτης,primary,"[{""lat"": 37.5044214, ""lon"": 22.3764849}, {""lat"": 37.5042747, ""lon"": 22.376544}, {""lat"": 37.5040429, ""lon"": 22.3766406}]"
Σπάρτης,primary,"[{""lat"": 37.4981087, ""lon"": 22.3785987}, {""lat"": 37.4984824, ""lon"": 22.378559}, {""lat"": 37.4989059, ""lon"": 22.3784557}]"
Σπάρτης,primary,"[{""lat"": 37.5017405, ""lon"": 22.3776161}, {""lat"": 37.5019542, ""lon"": 22.3775545}, {""lat"": 37.5023999, ""lon"": 22.3773882}, {""lat"": 37.5028404, ""lon"": 22.3772219}, {""lat"": 37.5034781, ""lon"": 22.3769761}]"
Σπάρτης,primary,"[{""lat"": 37.4989165, ""lon"": 22.3783497}, {""lat"": 37.4984782, ""lon"": 22.3784383}, {""lat"": 37.4981087, ""lon"": 22.3785987}]"
Σπάρτης,primary,"[{""lat"": 37.5034781, ""lon"": 22.3769761}, {""lat"": 37.5039196, ""lon"": 22.3767884}, {""lat"": 37.5041392, ""lon"": 22.3766951}]"
Σπάρτης,primary,"[{""lat"": 37.4968896, ""lon"": 22.3788446}, {""lat"": 37.4972034, ""lon"": 22.3787833}, {""lat"": 37.4974222, ""lon"": 22.3787406}, {""lat"": 37.4975713, ""lon"": 22.3787115}, {""lat"": 37.4976227, ""lon"": 22.3787015}, {""lat"": 37.4980263, ""lon"": 22.3786161}, {""lat"": 37.4981087, ""lon"": 22.3785987}]"
Σπάρτης,primary,"[{""lat"": 37.5040429, ""lon"": 22.3766406}, {""lat"": 37.5034562, ""lon"": 22.3768818}]"
Σπάρτης,primary,"[{""lat"": 37.5017207, ""lon"": 22.3775295}, {""lat"": 37.5011264, ""lon"": 22.3777315}, {""lat"": 37.5005423, ""lon"": 22.3779447}, {""lat"": 37.5002944, ""lon"": 22.3780198}, {""lat"": 37.5000667, ""lon"": 22.3780775}, {""lat"": 37.4998486, ""lon"": 22.3781325}, {""lat"": 37.4993496, ""lon"": 22.3782559}, {""lat"": 37.4989165, ""lon"": 22.3783497}]"
Σπάρτης,primary,"[{""lat"": 37.5041392, ""lon"": 22.3766951}, {""lat"": 37.5043247, ""lon"": 22.3766162}, {""lat"": 37.5043646, ""lon"": 22.3765993}, {""lat"": 37.5044632, ""lon"": 22.3765574}]"
Σπετσερόπουλου,secondary,"[{""lat"": 37.5118874, ""lon"": 22.3726049}, {""lat"": 37.5119108, ""lon"": 22.372632}, {""lat"": 37.511917, ""lon"": 22.3726364}, {""lat"": 37.511922, ""lon"": 22.3726389}, {""lat"": 37.5119301, ""lon"": 22.3726404}, {""lat"": 37.5119409, ""lon"": 22.3726402}, {""lat"": 37.5119518, ""lon"": 22.3726382}, {""lat"": 37.511965, ""lon"": 22.372634}, {""lat"": 37.5120382, ""lon"": 22.3725994}, {""lat"": 37.5123231, ""lon"": 22.3724508}, {""lat"": 37.5123398, ""lon"": 22.3724409}, {""lat"": 37.512612, ""lon"": 22.3722799}, {""lat"": 37.5126896, ""lon"": 22.3722464}, {""lat"": 37.5127811, ""lon"": 22.3722289}, {""lat"": 37.5130077, ""lon"": 22.3722263}, {""lat"": 37.5133811, ""lon"": 22.3722222}, {""lat"": 37.5135109, ""lon"": 22.3722115}, {""lat"": 37.5135813, ""lon"": 22.3722236}]"
Σπετσών,residential,"[{""lat"": 37.5135805, ""lon"": 22.3659009}, {""lat"": 37.5133523, ""lon"": 22.3658148}, {""lat"": 37.5133013, ""lon"": 22.3657746}, {""lat"": 37.5132992, ""lon"": 22.3657397}, {""lat"": 37.5133545, ""lon"": 22.365611}]"
Σπηλιοπούλου,residential,"[{""lat"": 37.5087037, ""lon"": 22.3732835}, {""lat"": 37.508761, ""lon"": 22.373706}, {""lat"": 37.5087781, ""lon"": 22.373836}, {""lat"": 37.5088497, ""lon"": 22.374356}, {""lat"": 37.5089177, ""lon"": 22.3748858}]"
Στάϊκου,residential,"[{""lat"": 37.5142026, ""lon"": 22.3693841}, {""lat"": 37.5140355, ""lon"": 22.3693256}, {""lat"": 37.5139312, ""lon"": 22.3692901}, {""lat"": 37.5136279, ""lon"": 22.369185}, {""lat"": 37.5131557, ""lon"": 22.3690467}, {""lat"": 37.5128842, ""lon"": 22.3689613}, {""lat"": 37.5127505, ""lon"": 22.3689133}, {""lat"": 37.5126759, ""lon"": 22.3688895}, {""lat"": 37.5122348, ""lon"": 22.3687274}]"
Σταματίου Βούλγαρη,residential,"[{""lat"": 37.5073032, ""lon"": 22.3816581}, {""lat"": 37.5076818, ""lon"": 22.3817188}, {""lat"": 37.5077352, ""lon"": 22.3817274}, {""lat"": 37.5078293, ""lon"": 22.3817425}, {""lat"": 37.5079621, ""lon"": 22.3817613}, {""lat"": 37.5080192, ""lon"": 22.3817718}, {""lat"": 37.5080799, ""lon"": 22.3817833}, {""lat"": 37.5081148, ""lon"": 22.3817924}, {""lat"": 37.5081761, ""lon"": 22.3818109}, {""lat"": 37.5082389, ""lon"": 22.3818334}, {""lat"": 37.5082833, ""lon"": 22.3818497}, {""lat"": 37.5083339, ""lon"": 22.38187}, {""lat"": 37.508449, ""lon"": 22.3819159}, {""lat"": 37.508575, ""lon"": 22.3819625}, {""lat"": 37.5087016, ""lon"": 22.38201}, {""lat"": 37.5087647, ""lon"": 22.382034}, {""lat"": 37.5087953, ""lon"": 22.3820425}, {""lat"": 37.5088167, ""lon"": 22.3820428}, {""lat"": 37.50884, ""lon"": 22.3820371}, {""lat"": 37.508874, ""lon"": 22.3820157}, {""lat"": 37.5089078, ""lon"": 22.3819868}]"
Σταματίου Βούλγαρη,residential,"[{""lat"": 37.5018371, ""lon"": 22.3884603}, {""lat"": 37.5018818, ""lon"": 22.3882793}, {""lat"": 37.501902, ""lon"": 22.388176}, {""lat"": 37.5019116, ""lon"": 22.388058}, {""lat"": 37.5019265, ""lon"": 22.387991}, {""lat"": 37.5019584, ""lon"": 22.3878729}, {""lat"": 37.5020414, ""lon"": 22.3876631}, {""lat"": 37.5021354, ""lon"": 22.3874177}, {""lat"": 37.5022174, ""lon"": 22.3872145}, {""lat"": 37.5023159, ""lon"": 22.387018}, {""lat"": 37.5023702, ""lon"": 22.3869107}, {""lat"": 37.5024285, ""lon"": 22.3868081}, {""lat"": 37.5024579, ""lon"": 22.3867317}, {""lat"": 37.5024666, ""lon"": 22.3866788}, {""lat"": 37.5024686, ""lon"": 22.3866297}, {""lat"": 37.5024654, ""lon"": 22.386566}, {""lat"": 37.5024265, ""lon"": 22.3862448}, {""lat"": 37.5023787, ""lon"": 22.3859458}, {""lat"": 37.5023563, ""lon"": 22.3858827}, {""lat"": 37.5023058, ""lon"": 22.385821}, {""lat"": 37.5022643, ""lon"": 22.3857533}, {""lat"": 37.5022478, ""lon"": 22.3857104}, {""lat"": 37.5021691, ""lon"": 22.385176}, {""lat"": 37.5021584, ""lon"": 22.385074}, {""lat"": 37.502151, ""lon"": 22.3850016}, {""lat"": 37.5021297, ""lon"": 22.3849078}, {""lat"": 37.5020978, ""lon"": 22.3848045}, {""lat"": 37.5019701, ""lon"": 22.3843445}, {""lat"": 37.5019595, ""lon"": 22.3842747}, {""lat"": 37.5019584, ""lon"": 22.384209}, {""lat"": 37.5019669, ""lon"": 22.3841541}, {""lat"": 37.5019988, ""lon"": 22.3841071}, {""lat"": 37.5020329, ""lon"": 22.3840789}, {""lat"": 37.5024446, ""lon"": 22.3839033}, {""lat"": 37.50275, ""lon"": 22.3838}, {""lat"": 37.5027803, ""lon"": 22.3837906}, {""lat"": 37.5030586, ""lon"": 22.3837046}, {""lat"": 37.503384, ""lon"": 22.3835458}, {""lat"": 37.5036096, ""lon"": 22.3834245}, {""lat"": 37.5037032, ""lon"": 22.3833637}, {""lat"": 37.5037107, ""lon"": 22.3833588}, {""lat"": 37.5038831, ""lon"": 22.3832475}, {""lat"": 37.5041167, ""lon"": 22.3830975}, {""lat"": 37.5042235, ""lon"": 22.3830289}, {""lat"": 37.5045012, ""lon"": 22.3828076}, {""lat"": 37.5045948, ""lon"": 22.3827285}, {""lat"": 37.5046757, ""lon"": 22.3826534}, {""lat"": 37.5048023, ""lon"": 22.3825005}, {""lat"": 37.5050491, ""lon"": 22.3823047}, {""lat"": 37.5054535, ""lon"": 22.3820655}, {""lat"": 37.5057247, ""lon"": 22.381897}, {""lat"": 37.5059351, ""lon"": 22.3817862}, {""lat"": 37.5060992, ""lon"": 22.3816998}, {""lat"": 37.5062555, ""lon"": 22.3816422}, {""lat"": 37.5063715, ""lon"": 22.38161}, {""lat"": 37.5064439, ""lon"": 22.3816019}, {""lat"": 37.5067016, ""lon"": 22.3816132}, {""lat"": 37.5067878, ""lon"": 22.3816258}, {""lat"": 37.5068354, ""lon"": 22.3816395}, {""lat"": 37.50687, ""lon"": 22.3816612}, {""lat"": 37.5069109, ""lon"": 22.3816931}, {""lat"": 37.5069422, ""lon"": 22.3817345}, {""lat"": 37.5069641, ""lon"": 22.3817709}, {""lat"": 37.5069928, ""lon"": 22.3818554}, {""lat"": 37.507013, ""lon"": 22.38196}]"
Σταματίου Βούλγαρη,residential,"[{""lat"": 37.5071121, ""lon"": 22.381625}, {""lat"": 37.5073032, ""lon"": 22.3816581}]"
